id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
626,20160116T000000,475367,1,3.49,2591,12393,1.0,0,0,3,7,2748,0,2008,0,98007,47.497746,-121.640577,1894,3590
627,20160117T000000,373959,4,3.86,2395,10973,2.0,0,0,3,9,1319,1076,1981,0,98004,47.669948,-121.631535,1720,11366
628,20160118T000000,772893,3,1.64,4740,1571,2.0,0,0,4,8,1989,2751,2012,0,98006,47.637773,-122.027922,1447,2797
629,20160119T000000,1012392,4,2.3,3898,1790,2.0,0,0,3,12,2175,1723,1988,0,98001,47.662094,-121.985793,1084,11072
630,20160120T000000,1177703,2,4.16,1573,10830,2.0,0,0,4,5,1059,514,1964,0,98007,47.715526,-121.664194,3362,12248
631,20160121T000000,288467,4,3.82,2902,11023,2.0,0,0,3,13,878,2024,1963,0,98008,47.756377,-121.761441,2120,6043
632,20160122T000000,2412062,3,4.45,3712,11047,2.0,0,0,3,9,2418,1294,1978,0,98005,47.383865,-122.234851,3855,3257
633,20160123T000000,741522,4,3.64,4537,14798,1.5,0,0,1,8,3748,789,1962,0,98008,47.498138,-122.483107,2849,3197
634,20160124T000000,438148,2,2.38,1651,2174,1.0,0,0,4,6,1575,76,1997,0,98008,47.653462,-122.0203,3691,9222
635,20160125T000000,342089,4,3.07,2945,12932,2.0,0,0,2,7,578,2367,1947,0,98008,47.587998,-121.641088,3707,9803
636,20160126T000000,259543,4,3.31,2456,12469,1.0,0,0,3,11,1908,548,1919,0,98005,47.796864,-121.604165,3076,5397
637,20160127T000000,1456701,4,1.27,4407,1178,1.5,0,0,2,8,1333,3074,1936,2007,98002,47.109574,-121.543774,1031,12202
638,20160128T000000,716600,4,2.91,1307,3244,1.0,0,0,3,9,1531,0,1963,0,98004,47.348593,-121.620437,1731,3912
639,20160129T000000,317538,4,3.48,686,5086,1.5,0,0,3,13,3785,0,1990,0,98006,47.29672,-121.919956,2493,12994
640,20160130T000000,256926,4,1.59,1807,1734,3.0,0,0,3,7,2572,0,1985,0,98002,47.283621,-122.055394,2197,12004
641,20160131T000000,611571,3,3.73,2784,7232,1.0,0,0,3,9,949,1835,2014,0,98007,47.255771,-121.72515,3870,9874
642,20160201T000000,2167069,4,3.04,1257,1798,1.0,0,0,3,9,3315,0,1904,0,98007,47.596387,-121.760178,2045,9448
643,20160202T000000,658302,3,4.33,4731,8601,2.0,0,0,3,7,3302,1429,1933,0,98006,47.159332,-121.961857,3665,10131
644,20160203T000000,268743,2,1.15,4354,9979,2.0,0,0,3,7,2492,1862,1938,0,98007,47.619126,-122.412673,1937,7152
645,20160204T000000,726337,2,1.93,4766,3795,1.5,0,1,3,8,1984,2782,1966,0,98003,47.585398,-121.573919,870,8172
646,20160205T000000,599195,3,3.11,2706,13496,1.0,0,0,3,8,2745,0,1980,0,98006,47.275563,-122.044397,1116,3894
647,20160206T000000,128117,4,2.04,4058,5588,2.5,0,0,3,9,3665,393,1961,0,98005,47.276984,-122.136666,4666,4185
648,20160207T000000,589057,4,3.5,2080,8297,2.0,0,0,3,6,2242,0,1987,2006,98007,47.540202,-121.870433,4514,9968
649,20160208T000000,712561,4,3.66,1461,4084,1.0,0,2,3,12,2470,0,1923,0,98007,47.63352,-121.826162,4679,3732
650,20160209T000000,1098111,3,1.36,4347,14945,1.0,0,0,3,5,2984,1363,1902,0,98001,47.71354,-122.289312,2756,9923
651,20160210T000000,4658377,3,2.8,4075,12110,1.5,1,0,3,9,2050,2025,2008,0,98001,47.696498,-121.663061,4854,6324
652,20160211T000000,1427145,2,2.78,1375,1731,1.0,0,0,5,8,1189,186,1970,0,98001,47.775418,-122.210063,3810,11234
653,20160212T000000,576718,3,2.29,2918,2129,1.0,0,0,3,7,2490,428,1988,0,98006,47.506969,-122.313316,1431,10161
654,20160213T000000,364267,3,4.27,4698,12638,2.5,0,0,3,7,1901,2797,1966,0,98005,47.736059,-122.0936,2829,8849
655,20160214T000000,4426005,2,3.9,1501,2605,1.0,0,0,3,10,1086,415,1978,0,98006,47.665959,-121.76944,893,9294
656,20160215T000000,920632,3,3.44,3884,12970,2.0,0,0,4,10,2651,1233,1992,0,98008,47.726267,-121.534542,2965,2083
657,20160216T000000,789561,4,3.5,4566,11937,1.0,0,0,3,7,2329,2237,1949,0,98004,47.108139,-121.690719,3777,6205
658,20160217T000000,745044,4,2.62,3345,12362,2.0,0,0,3,8,2485,860,1928,0,98005,47.776132,-121.559652,2429,5862
659,20160218T000000,785012,6,4.22,1981,13881,2.0,0,0,4,8,1126,855,1973,0,98005,47.431471,-122.359394,1125,4070
660,20160219T000000,628312,5,3.43,3801,3933,1.0,0,0,4,6,2531,1270,1931,0,98008,47.658728,-122.428823,3379,12940
661,20160220T000000,450602,4,3.55,1157,10407,2.0,0,0,3,9,3610,0,1986,0,98006,47.189043,-121.942295,3666,9563
662,20160221T000000,630310,3,4.02,3280,9516,1.0,0,4,3,10,3005,275,1938,0,98006,47.377159,-122.209703,3922,9870
663,20160222T000000,613434,4,1.96,922,6074,2.5,0,3,4,7,863,59,1908,1986,98001,47.290022,-121.671945,2609,1201
664,20160223T000000,711337,4,3.82,4181,11042,2.5,0,0,3,13,2682,1499,2000,0,98005,47.304161,-121.828012,1665,14913
665,20160224T000000,500309,2,1.68,4766,8099,1.5,0,4,3,6,873,3893,2003,0,98001,47.186279,-121.529272,3281,1088
666,20160225T000000,852531,3,2.21,3210,2490,1.5,0,0,3,9,3803,0,1913,0,98004,47.664035,-122.245208,2391,7299
667,20160226T000000,522253,4,2.17,952,1893,1.0,0,0,4,8,2586,0,1967,0,98003,47.10647,-122.014216,3682,11188
668,20160227T000000,2105913,3,4.42,2897,2390,2.0,0,0,3,8,2487,410,1963,0,98001,47.318754,-121.99876,2139,13686
669,20160228T000000,113411,4,4.0,2475,4389,1.0,0,1,3,8,3366,0,1919,0,98006,47.222087,-122.260823,1281,9379
670,20160229T000000,1397975,4,3.45,2157,5239,1.0,0,0,5,7,2594,0,1927,0,98007,47.512327,-121.909907,2556,6171
671,20160301T000000,1868877,3,3.54,3041,5479,1.5,0,0,3,9,2583,458,1913,0,98002,47.277977,-122.056714,2823,13939
672,20160302T000000,191065,3,2.97,3575,3263,1.0,0,0,3,9,2642,933,1943,0,98003,47.281299,-122.053278,2774,2554
673,20160303T000000,579832,3,4.31,3664,4432,2.0,0,0,3,7,3532,132,1997,0,98004,47.441837,-122.137263,2733,6599
674,20160304T000000,659461,2,2.74,3466,3371,1.0,0,0,5,10,1884,1582,1976,0,98007,47.556882,-122.483071,3138,13874
675,20160305T000000,252713,2,2.33,2553,12278,2.0,0,0,3,7,2048,505,1994,1994,98006,47.184913,-121.977905,3787,9421
676,20160306T000000,378022,4,1.57,787,5312,1.0,0,0,2,9,1669,0,1996,0,98003,47.222858,-122.164752,2980,12744
677,20160307T000000,338038,3,3.75,3717,2515,1.0,0,0,3,7,2440,1277,1938,1993,98008,47.273022,-122.49868,3116,14441
678,20160308T000000,2621332,3,3.57,4354,7326,2.0,0,0,3,7,867,3487,1927,0,98006,47.781624,-122.192056,855,1054
679,20160309T000000,1236327,3,2.35,1947,8088,3.0,0,0,4,7,564,1383,1963,0,98001,47.378007,-122.221372,4987,5366
680,20160310T000000,1632631,5,1.09,1107,6586,2.0,0,0,3,9,3799,0,1988,0,98007,47.519293,-122.106552,3846,5031
681,20160311T000000,1219737,3,3.94,2264,3917,1.0,0,0,3,9,1253,1011,1931,0,98006,47.26908,-122.368148,4022,10315
682,20160312T000000,301435,3,1.04,1725,6731,1.0,0,0,3,8,2043,0,1908,0,98007,47.443322,-121.992316,2967,4140
683,20160313T000000,409261,5,3.46,1735,8686,2.5,0,0,4,6,2535,0,1927,0,98004,47.151883,-121.80756,663,9078
684,20160314T000000,928206,4,4.4,1529,11544,1.5,0,0,3,8,3363,0,1994,0,98002,47.12432,-121.869814,4134,12562
685,20160315T000000,335480,3,2.53,3171,2167,1.0,0,0,3,9,2376,795,1916,0,98001,47.428113,-121.696245,4163,14257
686,20160316T000000,1437566,4,1.82,4462,9302,2.5,0,0,3,9,2078,2384,1986,0,98001,47.379062,-122.047992,3754,2552
687,20160317T000000,622185,3,3.47,3677,6109,2.0,0,0,3,7,1255,2422,1976,2004,98007,47.195816,-121.980908,3881,14665
688,20160318T000000,481788,3,3.86,4222,5327,3.0,0,0,3,4,2728,1494,1954,0,98004,47.581321,-121.689598,2564,8795
689,20160319T000000,1179474,2,2.91,1975,6810,2.5,0,0,3,9,2024,0,1909,1984,98004,47.795032,-122.072299,4765,6271
690,20160320T000000,925299,2,4.38,3396,4655,2.5,0,0,2,6,1096,2300,1979,0,98003,47.376953,-121.798401,4484,1115
691,20160321T000000,441225,4,1.18,1308,4793,1.0,0,0,3,6,3726,0,1905,0,98002,47.537191,-122.065398,4387,4613
692,20160322T000000,1137226,3,2.77,1478,10947,1.0,0,0,4,4,3334,0,1947,0,98006,47.774083,-122.082264,839,13610
693,20160323T000000,364294,3,3.51,2963,7738,2.0,0,2,2,8,3174,0,1974,0,98003,47.682074,-121.739794,4281,11802
694,20160324T000000,984676,4,4.02,1225,2577,2.0,0,0,4,8,2334,0,1966,0,98006,47.424487,-122.325163,4090,14883
695,20160325T000000,1248342,4,1.63,3001,10488,1.5,0,2,3,9,3670,0,1991,0,98006,47.616243,-122.161414,2433,7372
696,20160326T000000,598603,2,3.8,3862,12966,1.0,0,0,4,7,3163,699,1940,0,98006,47.189695,-122.275828,2145,9551
697,20160327T000000,887607,4,2.93,1716,3220,1.5,0,0,4,9,1895,0,1978,0,98003,47.458473,-122.14089,4728,9219
698,20160328T000000,325682,2,2.39,4551,10164,2.0,0,0,4,7,2086,2465,1959,0,98001,47.295342,-122.269625,3187,4837
699,20160329T000000,1539865,4,1.46,2697,2030,1.0,0,0,4,10,3933,0,1976,0,98004,47.212815,-121.920594,2626,4533
700,20160330T000000,702287,4,4.03,3306,11785,1.0,0,0,3,9,611,2695,1941,0,98001,47.398397,-121.701829,4941,14542
701,20160331T000000,473065,5,1.55,1278,7691,2.0,0,0,3,9,952,326,2008,0,98002,47.19171,-121.713387,1138,10610
702,20160401T000000,1287386,2,2.08,1472,4992,2.0,0,0,3,7,3303,0,1980,0,98003,47.58929,-122.135499,1724,13231
703,20160402T000000,411063,2,2.02,3310,13805,1.0,0,0,3,6,3740,0,1970,0,98008,47.419368,-121.51124,4205,12108
704,20160403T000000,280753,3,4.05,2623,1913,2.0,0,2,2,8,3131,0,1927,0,98002,47.471801,-121.906146,4410,6831
705,20160404T000000,225587,3,3.35,1098,7358,2.0,0,0,4,9,2686,0,2001,0,98004,47.202463,-122.1006,4745,6963
706,20160405T000000,1063448,3,3.79,3841,3181,1.5,0,0,3,6,2371,1470,1912,0,98004,47.19784,-121.664461,2049,2294
707,20160406T000000,314117,5,1.88,724,4197,1.0,0,3,3,11,2778,0,1980,0,98005,47.508391,-121.770126,4645,6970
708,20160407T000000,2693413,3,3.19,1340,7040,1.5,0,0,4,12,1762,0,1914,0,98002,47.789507,-121.750725,2005,8550
709,20160408T000000,162923,3,3.0,2314,2462,1.0,0,0,3,8,3531,0,1935,0,98008,47.167375,-122.303861,4930,12821
710,20160409T000000,2543787,4,3.91,1606,11570,2.5,0,0,3,11,752,854,1991,0,98001,47.300012,-122.031676,1875,3075
711,20160410T000000,658743,3,4.17,624,12646,1.0,0,0,4,7,2504,0,1914,0,98007,47.708621,-121.638172,1167,14830
712,20160411T000000,610497,4,1.04,3746,8037,2.0,0,0,3,5,1959,1787,2009,0,98008,47.15059,-121.995962,2874,14031
713,20160412T000000,434344,2,3.36,3431,12745,1.0,0,0,3,5,2442,989,1974,0,98002,47.71312,-121.816547,4590,8366
714,20160413T000000,1163394,3,1.18,4625,10499,1.5,0,0,5,9,3108,1517,1955,0,98003,47.467,-121.912066,1515,12869
715,20160414T000000,665059,2,2.92,3471,5994,2.0,0,0,4,6,3993,0,1994,0,98004,47.385787,-121.657643,835,12345
716,20160415T000000,1795262,2,2.01,2517,14386,1.0,0,0,4,11,1826,691,1903,0,98004,47.316776,-122.215439,580,6207
717,20160416T000000,754689,5,2.07,2915,10381,1.5,0,0,3,7,2619,296,1998,0,98002,47.307982,-121.924525,2634,6817
718,20160417T000000,875823,2,2.24,3596,6308,1.0,0,3,4,7,3834,0,1997,0,98008,47.314062,-122.376765,2299,2778
719,20160418T000000,594769,4,3.17,2109,7221,1.0,0,0,2,10,2357,0,1951,0,98002,47.719362,-121.809789,757,13867
720,20160419T000000,580984,3,2.17,1217,8090,2.0,0,0,3,7,2769,0,1990,0,98006,47.606657,-121.768032,684,13086
721,20160420T000000,932498,3,3.56,4061,8769,1.0,0,0,3,7,1600,2461,1909,0,98002,47.568806,-122.457163,622,11690
722,20160421T000000,210061,5,2.42,1516,1687,2.5,0,0,3,9,561,955,1993,0,98006,47.659124,-121.824209,4014,13720
723,20160422T000000,293679,2,1.24,4065,5661,2.0,0,0,3,7,1994,2071,1944,0,98008,47.27998,-122.08531,1894,1373
724,20160423T000000,1356667,4,3.74,4970,10399,1.5,0,0,3,7,1680,3290,1983,0,98003,47.53263,-122.375903,2852,14498
725,20160424T000000,752235,5,2.0,2460,2894,1.0,0,0,3,7,1305,1155,1928,0,98003,47.422046,-122.080092,3719,8557
726,20160425T000000,577860,4,2.51,1548,8389,1.5,0,0,3,8,2672,0,1952,0,98001,47.647709,-122.305767,1808,11457
727,20160426T000000,836399,5,3.4,1857,5922,2.0,0,0,4,12,3288,0,1928,0,98002,47.316479,-122.08444,4444,10323
728,20160427T000000,1178131,2,2.16,3926,14639,1.0,0,2,3,10,2375,1551,1922,0,98008,47.550225,-122.115661,2441,11034
729,20160428T000000,410331,3,1.2,615,7322,2.0,0,2,3,7,2708,0,1956,0,98008,47.717549,-121.761608,990,2573
730,20160429T000000,415628,3,2.31,2595,11003,1.0,0,0,3,8,1040,1555,1949,0,98001,47.381505,-121.725784,1554,7026
731,20160430T000000,800434,4,4.31,2301,4183,2.0,0,0,3,8,1125,1176,1920,0,98007,47.146635,-121.892971,1201,14235
732,20160501T000000,447690,6,3.25,2646,4797,1.0,0,0,3,12,2114,532,2011,0,98008,47.461236,-122.477313,3434,5444
733,20160502T000000,865204,3,3.35,2120,6178,2.5,0,0,3,7,605,1515,1942,0,98005,47.342181,-121.568978,1634,1787
734,20160503T000000,231467,4,3.21,3450,14638,1.5,0,0,3,8,1654,1796,1909,0,98003,47.570558,-121.813767,579,2545
735,20160504T000000,1775781,3,1.7,4292,10836,1.0,0,0,5,9,3928,364,2004,0,98004,47.765723,-122.465805,1335,13313
736,20160505T000000,1309162,4,2.46,3441,4968,1.0,0,0,3,12,2208,1233,1975,0,98006,47.439926,-121.681167,1151,14359
737,20160506T000000,735527,3,3.63,1477,3716,1.5,0,0,3,7,3323,0,1929,0,98005,47.426333,-122.299734,916,14146
738,20160507T000000,1448941,6,1.35,3566,1190,3.0,0,0,3,7,2408,1158,1950,0,98004,47.558209,-121.920779,4180,9561
739,20160508T000000,1940020,4,1.97,1283,14511,1.0,0,0,3,7,2549,0,1932,0,98005,47.172448,-122.033366,4366,14923
740,20160509T000000,1028659,3,1.97,740,2335,1.0,0,0,3,5,2780,0,1917,0,98001,47.277454,-122.080161,1245,14498
741,20160510T000000,200312,2,2.51,2053,9181,2.0,0,0,3,9,868,1185,1977,0,98001,47.743286,-121.610286,2502,14835
742,20160511T000000,281808,2,4.43,1512,13995,1.5,0,0,3,9,1774,0,1921,0,98006,47.56896,-122.062639,739,14171
743,20160512T000000,415439,3,1.24,686,12298,2.0,0,0,5,9,1445,0,1963,0,98003,47.109411,-122.424656,3393,5374
744,20160513T000000,634390,3,2.82,2381,1378,2.0,0,0,3,6,3679,0,1920,1985,98007,47.243238,-121.553361,2444,6447
745,20160514T000000,788466,4,1.63,930,13674,1.0,0,0,3,6,3847,0,1900,0,98008,47.577986,-121.579465,1355,10894
746,20160515T000000,349018,4,4.4,738,4829,2.5,0,0,4,7,2727,0,2012,0,98006,47.635079,-121.815567,4015,10849
747,20160516T000000,790329,4,1.4,2845,7380,1.5,0,0,3,7,792,2053,2006,0,98007,47.687902,-122.032107,3146,11120
748,20160517T000000,393368,2,2.41,575,1615,1.0,0,0,4,10,1083,0,1914,0,98004,47.304524,-122.407141,3694,5055
749,20160518T000000,414220,4,3.58,1856,14830,2.0,0,0,3,7,3342,0,1935,0,98008,47.75172,-121.709252,3098,1606
750,20160519T000000,259901,4,3.47,2830,3330,2.0,0,3,3,6,2722,108,1946,0,98005,47.487063,-122.424522,1853,14336
751,20160520T000000,369925,2,2.48,2402,2754,1.0,0,0,4,8,2670,0,1953,0,98006,47.587577,-122.431399,2535,3576
752,20160521T000000,321754,4,2.21,4513,1463,2.0,0,0,4,8,2774,1739,1985,0,98007,47.517717,-121.962616,3380,7569
753,20160522T000000,378269,4,2.39,2559,10158,1.0,0,2,4,8,2991,0,1931,0,98002,47.185918,-122.339872,1179,5124
754,20160523T000000,1410255,2,1.92,640,5267,1.5,0,0,3,10,2975,0,1957,0,98002,47.77418,-122.49227,986,6051
755,20160524T000000,318901,3,1.72,2289,4158,2.5,0,0,5,6,3654,0,1945,0,98003,47.186013,-122.076887,4120,1322
756,20160525T000000,5363936,3,2.69,4126,4624,1.0,0,0,5,9,1264,2862,1953,0,98007,47.278417,-122.362783,4150,11068
757,20160526T000000,843713,2,1.94,516,14434,1.0,0,0,3,8,3179,0,1932,0,98006,47.66954,-122.339485,1938,1583
758,20160527T000000,912153,5,2.01,4848,5938,2.0,0,0,3,7,2612,2236,2004,0,98004,47.533018,-122.423089,4814,6389
759,20160528T000000,399736,4,3.3,964,6417,3.0,0,0,3,11,1804,0,1938,0,98002,47.686704,-122.294906,1984,12001
760,20160529T000000,1308513,4,4.39,4971,7004,1.5,0,0,5,7,1914,3057,1922,2014,98003,47.461015,-121.784516,1190,9847
761,20160530T000000,494973,3,3.11,2327,9881,2.0,0,0,3,9,927,1400,1942,0,98006,47.363895,-121.691073,1512,5881
762,20160531T000000,791324,3,1.27,3528,11814,2.0,0,0,3,7,3165,363,1954,0,98003,47.745292,-122.047466,2847,9414
763,20160601T000000,3744873,4,1.26,1019,6603,2.5,0,0,3,8,3472,0,1901,0,98004,47.125377,-121.993446,4208,3122
764,20160602T000000,628122,4,4.33,589,3212,2.5,0,0,3,10,2514,0,1965,1994,98002,47.699291,-122.467345,4970,8699
765,20160603T000000,1888287,2,2.04,3351,7120,1.0,0,0,3,10,3359,0,1937,2000,98008,47.261572,-122.430684,2422,8796
766,20160604T000000,520006,3,1.32,3343,6818,1.5,0,0,3,10,606,2737,2014,0,98002,47.694115,-122.242432,1137,3220
767,20160605T000000,724994,4,3.1,2384,1382,1.5,0,0,5,9,1158,1226,1928,0,98002,47.197438,-121.956102,3508,6123
768,20160606T000000,2736656,3,3.18,4671,3256,2.0,0,0,3,7,3833,838,2009,0,98007,47.506153,-121.760449,2733,4550
769,20160607T000000,443634,2,3.27,1425,13002,2.0,0,0,4,9,1682,0,1966,1995,98001,47.721676,-121.894997,2625,6779
770,20160608T000000,3059584,4,1.94,4234,12695,2.0,0,0,3,9,2812,1422,2002,0,98007,47.431478,-122.107872,3957,11634
771,20160609T000000,891040,3,1.05,1469,2412,3.0,0,0,3,5,1725,0,1970,0,98002,47.622597,-122.381676,4789,14937
772,20160610T000000,444368,3,4.38,1594,10775,1.0,0,0,3,8,654,940,1935,0,98005,47.66327,-121.719227,3674,5928
773,20160611T000000,1347695,2,1.88,3695,7146,1.0,0,0,3,10,3584,111,1928,0,98001,47.615546,-122.136214,4188,14291
774,20160612T000000,1336299,3,3.37,1904,1371,1.5,0,0,3,8,3868,0,1936,0,98008,47.747731,-121.763946,1899,13177
775,20160613T000000,1157388,4,3.47,3864,6806,1.0,0,0,5,7,1395,2469,2012,0,98006,47.412784,-121.987021,2834,1166
776,20160614T000000,329360,3,3.14,4790,6565,1.0,0,2,3,10,2021,2769,1999,1999,98007,47.221188,-121.761338,2005,7443
777,20160615T000000,469028,3,2.1,4482,9802,1.0,0,0,3,7,2120,2362,1986,0,98001,47.133468,-121.59271,749,11208
778,20160616T000000,668776,5,1.95,4823,9307,2.0,0,0,3,7,1492,3331,1944,0,98001,47.272522,-121.57897,1035,9309
779,20160617T000000,825407,5,3.09,4513,8437,2.5,0,0,3,9,2792,1721,1915,0,98007,47.200238,-121.964893,4032,7655
780,20160618T000000,1201684,5,4.03,3592,1446,2.0,0,0,5,8,1823,1769,2011,0,98007,47.490564,-121.988492,4049,11001
781,20160619T000000,996148,3,4.31,4659,2391,2.0,0,0,3,9,1885,2774,1930,0,98001,47.229462,-122.234322,957,8342
782,20160620T000000,277856,3,1.37,2574,12516,1.0,0,2,3,7,3925,0,1933,0,98003,47.127254,-121.5642,3238,3206
783,20160621T000000,755393,6,1.54,784,2340,2.0,0,0,3,7,2933,0,1949,0,98008,47.125193,-122.042081,3869,14695
784,20160622T000000,963365,4,4.31,1687,13702,2.0,0,0,3,7,3306,0,1964,0,98005,47.682099,-122.372409,4635,2250
785,20160623T000000,1429709,2,3.58,4469,3939,2.0,0,0,3,11,3883,586,1981,0,98004,47.514015,-122.067295,4196,5006
786,20160624T000000,1634601,2,4.09,3465,14335,1.0,0,0,3,8,2961,504,1961,2005,98002,47.35066,-122.372947,3911,12301
787,20160625T000000,1519874,3,1.71,4819,12891,1.0,0,0,3,8,1801,3018,2003,0,98008,47.72596,-121.997468,4569,5558
788,20160626T000000,734523,5,3.06,1283,6969,1.0,0,0,3,5,3262,0,1942,0,98007,47.149138,-121.938724,3887,10863
789,20160627T000000,585476,4,3.45,1449,10265,2.0,0,0,2,7,1258,191,1955,0,98001,47.786225,-122.162244,3685,3151
790,20160628T000000,255962,3,3.38,4439,5813,2.0,0,0,4,8,1246,3193,1914,0,98004,47.531404,-122.428349,3738,6077
791,20160629T000000,718561,2,2.43,544,4569,2.5,0,0,3,6,1092,0,1947,1983,98007,47.228425,-121.556496,760,3297
792,20160630T000000,809971,4,1.05,2310,6454,1.5,0,0,4,8,3927,0,1948,0,98003,47.575348,-121.726647,1747,10228
793,20160701T000000,868453,4,3.04,2581,4150,2.0,0,0,4,8,2048,533,1980,0,98004,47.634367,-121.661119,3833,3614
794,20160702T000000,344106,3,1.89,3998,10797,2.5,0,0,3,9,3386,612,1943,0,98001,47.40054,-122.133132,3822,2879
795,20160703T000000,318287,4,2.58,1329,7414,1.0,0,0,3,9,515,814,1909,0,98008,47.703143,-121.739169,3073,9788
796,20160704T000000,1544879,5,4.35,2409,5657,1.0,0,2,3,8,1492,917,1919,0,98006,47.205513,-122.014627,625,1620
797,20160705T000000,684385,3,2.4,3081,7947,2.5,0,0,3,7,1568,1513,1969,0,98008,47.295186,-122.298917,1729,7698
798,20160706T000000,1079539,4,3.94,1191,11486,1.0,0,0,3,9,1844,0,1907,0,98008,47.165445,-122.375577,3711,6507
799,20160707T000000,978923,3,1.66,4519,8943,2.5,0,4,3,9,3198,1321,1944,0,98005,47.247614,-122.154949,3633,9262
800,20160708T000000,625520,4,3.35,1431,4662,3.0,0,0,1,7,3897,0,1933,0,98004,47.26711,-122.362448,1806,14243
801,20160709T000000,1793434,4,4.42,3906,5482,2.0,0,0,4,11,2695,1211,1995,0,98007,47.742343,-121.501731,2601,2803
802,20160710T000000,374393,4,1.36,647,5797,2.0,0,0,3,6,2902,0,1950,0,98001,47.154677,-122.450811,635,8116
803,20160711T000000,625901,4,1.03,1532,6068,2.0,0,0,3,6,3807,0,2005,2013,98007,47.399191,-122.058856,2877,5533
804,20160712T000000,456612,3,2.52,1811,6480,2.0,0,0,3,7,1202,609,1903,0,98001,47.472679,-122.047906,1959,10259
805,20160713T000000,537748,5,1.32,887,9033,1.0,0,0,1,11,1112,0,2007,0,98002,47.729085,-122.199368,4731,2925
806,20160714T000000,628238,4,3.62,3621,1983,1.0,0,0,3,8,604,3017,2013,0,98006,47.798387,-121.928648,1312,2037
807,20160715T000000,914569,2,4.2,2373,6607,1.0,0,0,4,10,1997,376,1938,0,98002,47.627372,-122.350023,1351,12634
808,20160716T000000,542751,4,2.52,4088,9543,2.0,0,0,4,7,895,3193,1983,0,98008,47.779554,-121.716088,2244,4183
809,20160717T000000,1599322,4,1.91,1415,10916,1.0,0,1,4,8,3153,0,1923,0,98006,47.650971,-122.167552,2438,10594
810,20160718T000000,377971,3,2.52,2378,11143,1.0,0,0,3,8,3791,0,1987,0,98005,47.774242,-121.908657,1370,11553
811,20160719T000000,792236,4,3.53,4248,10471,1.0,0,0,3,10,2510,1738,1954,0,98002,47.59509,-121.784361,1134,10630
812,20160720T000000,373301,5,1.03,777,2907,2.0,0,0,3,5,1350,0,1925,0,98005,47.155834,-121.610958,1168,13003
813,20160721T000000,1839573,3,3.06,2477,14040,3.0,0,0,3,7,2488,0,1924,0,98007,47.381344,-121.664213,1793,9676
814,20160722T000000,760213,6,3.15,2359,7924,3.0,0,0,3,7,941,1418,1935,0,98008,47.552618,-121.891691,3588,5264
815,20160723T000000,1769244,2,3.23,3536,10216,1.5,0,0,3,10,2168,1368,1970,0,98003,47.345503,-122.111607,768,5898
816,20160724T000000,279674,3,1.85,3871,9737,2.5,0,0,3,8,1372,2499,1973,0,98003,47.291369,-121.996795,1360,9437
817,20160725T000000,870641,3,3.5,2682,14757,2.0,0,0,3,8,1166,1516,1957,0,98006,47.504179,-121.731265,981,14136
818,20160726T000000,1245374,5,1.32,1670,5174,2.0,0,0,3,8,1551,119,2010,2008,98006,47.753451,-121.622454,3790,7121
819,20160727T000000,809213,4,1.7,989,14547,2.0,0,0,4,12,3341,0,1911,0,98002,47.124487,-122.396218,3890,6789
820,20160728T000000,1730756,2,4.07,3025,11573,1.0,0,0,3,10,3022,3,1900,0,98003,47.638462,-122.115144,1761,4371
821,20160729T000000,488975,3,3.59,1682,10080,2.5,0,0,5,9,1127,555,1949,0,98004,47.605909,-121.723883,2832,2350
822,20160730T000000,2151047,4,1.05,4979,8265,1.0,0,0,4,7,3876,1103,1924,0,98004,47.774767,-122.068348,602,9721
823,20160731T000000,4071470,2,1.87,4758,10297,1.5,0,1,3,7,1928,2830,1979,0,98007,47.751498,-122.167772,4294,6714
824,20160801T000000,717640,5,1.75,2988,11741,2.0,0,3,3,11,3049,0,1904,0,98004,47.633563,-122.088677,4834,14134
825,20160802T000000,517251,4,1.95,2376,2990,1.0,0,0,3,8,847,1529,1982,0,98007,47.464286,-121.897155,3192,4814
826,20160803T000000,1928000,3,1.87,2962,6596,1.0,0,0,4,7,1763,1199,1967,0,98003,47.242987,-121.500195,4171,8147
827,20160804T000000,2076106,5,1.22,2130,4998,2.0,0,0,3,8,1517,613,1905,0,98004,47.481665,-122.007008,1381,7485
828,20160805T000000,496740,3,2.61,787,4775,1.0,0,0,5,11,1069,0,1925,0,98005,47.635746,-122.291506,2735,10980
829,20160806T000000,630747,6,3.56,4782,12004,2.0,0,0,3,8,3242,1540,2012,0,98001,47.726968,-122.337153,3534,10894
830,20160807T000000,582680,4,3.12,2407,10112,2.0,0,0,4,8,3908,0,2002,0,98006,47.652798,-122.45765,3077,4625
831,20160808T000000,288353,4,3.36,1661,5645,2.0,0,0,4,10,2573,0,1954,0,98008,47.236687,-121.941183,1175,12512
832,20160809T000000,317578,2,1.28,629,3061,2.0,0,0,3,8,3980,0,1938,0,98002,47.51978,-121.955428,2939,9951
833,20160810T000000,340479,5,4.33,2863,5487,2.0,0,0,3,7,3648,0,1908,0,98007,47.332521,-122.294766,2181,9117
834,20160811T000000,453712,3,3.93,643,14668,2.0,0,0,3,13,2452,0,1944,0,98005,47.106444,-121.804671,1776,10595
